"page title","old URL","new URL","old image URL","local source","new image path","image type","match confidence","status"
"Products","https://esteemenergy.com.au/products/","/products/","https://esteemenergy.com.au/wp-content/uploads/2023/10/Solar-Batteries.png","C:\Users\admin\Desktop\vscode\vscode\solar\migration\uploads\2023\10\Solar-Batteries.png","/assets/site-images/product/Solar-Batteries.png","product","exact","Replaced"
"Products","https://esteemenergy.com.au/products/","/products/","https://esteemenergy.com.au/wp-content/uploads/2024/01/ht-panels-415w.webp","C:\Users\admin\Desktop\vscode\vscode\solar\migration\uploads\2024\01\ht-panels-415w.webp","/assets/site-images/product/ht-panels-415w.webp","product","exact","Replaced"
"Products","https://esteemenergy.com.au/products/","/products/","https://esteemenergy.com.au/wp-content/uploads/2023/07/Trina-solar.webp","C:\Users\admin\Desktop\vscode\vscode\solar\migration\uploads\2023\07\Trina-solar.webp","/assets/site-images/product/Trina-solar.webp","product","exact","Replaced"
"Products","https://esteemenergy.com.au/products/","/products/","https://esteemenergy.com.au/wp-content/uploads/2023/07/Jinko.webp","C:\Users\admin\Desktop\vscode\vscode\solar\migration\uploads\2023\07\Jinko.webp","/assets/site-images/product/Jinko.webp","product","exact","Replaced"
"Products","https://esteemenergy.com.au/products/","/products/","https://esteemenergy.com.au/wp-content/uploads/2024/09/inverter-brand-4.jpg","C:\Users\admin\Desktop\vscode\vscode\solar\migration\uploads\2024\09\inverter-brand-4.jpg","/assets/site-images/product/inverter-brand-4.jpg","product","exact","Replaced"
"Products","https://esteemenergy.com.au/products/","/products/","https://esteemenergy.com.au/wp-content/uploads/2024/01/fronius-inverter.webp","C:\Users\admin\Desktop\vscode\vscode\solar\migration\uploads\2024\01\fronius-inverter.webp","/assets/site-images/product/fronius-inverter.webp","product","exact","Replaced"
"Battery Storage","https://esteemenergy.com.au/battery-storage/","/battery-storage/","https://esteemenergy.com.au/wp-content/uploads/2023/10/Solar-Batteries.png","C:\Users\admin\Desktop\vscode\vscode\solar\migration\uploads\2023\10\Solar-Batteries.png","/assets/site-images/product/Solar-Batteries.png","hero","exact","Replaced"
"Installation","https://esteemenergy.com.au/installation/","/installation/","https://esteemenergy.com.au/wp-content/uploads/2025/01/The-Solar-Installation-Process_-What-to-Expect-from-Start-to-Finish-1.png","C:\Users\admin\Desktop\vscode\vscode\solar\migration\uploads\2025\01\The-Solar-Installation-Process_-What-to-Expect-from-Start-to-Finish-1.png","/assets/site-images/installation/The-Solar-Installation-Process_-What-to-Expect-from-Start-to-Finish-1.png","hero","exact","Replaced"
"Our Gallery","https://esteemenergy.com.au/our-gallery/","/our-gallery/","https://esteemenergy.com.au/wp-content/uploads/2023/08/Best-Solar-Installation-cabramatta-new-south-wales.jpg","C:\Users\admin\Desktop\vscode\vscode\solar\migration\uploads\2023\08\Best-Solar-Installation-cabramatta-new-south-wales.jpg","/assets/site-images/gallery/Best-Solar-Installation-cabramatta-new-south-wales.jpg","gallery","exact","Replaced"
"Our Gallery","https://esteemenergy.com.au/our-gallery/","/our-gallery/","https://esteemenergy.com.au/wp-content/uploads/2023/08/Best-Solar-Installation-Ashby-Western-Australia.jpg","C:\Users\admin\Desktop\vscode\vscode\solar\migration\uploads\2023\08\Best-Solar-Installation-Ashby-Western-Australia.jpg","/assets/site-images/gallery/Best-Solar-Installation-Ashby-Western-Australia.jpg","gallery","exact","Replaced"
"Our Gallery","https://esteemenergy.com.au/our-gallery/","/our-gallery/","https://esteemenergy.com.au/wp-content/uploads/2023/08/Best-Solar-Installation-Blacktown-NSW.jpg","C:\Users\admin\Desktop\vscode\vscode\solar\migration\uploads\2023\08\Best-Solar-Installation-Blacktown-NSW.jpg","/assets/site-images/gallery/Best-Solar-Installation-Blacktown-NSW.jpg","gallery","exact","Replaced"
"Our Gallery","https://esteemenergy.com.au/our-gallery/","/our-gallery/","https://esteemenergy.com.au/wp-content/uploads/2023/08/Best-Solar-Installation-Blacktown-new-south-wales.jpg","C:\Users\admin\Desktop\vscode\vscode\solar\migration\uploads\2023\08\Best-Solar-Installation-Blacktown-new-south-wales.jpg","/assets/site-images/gallery/Best-Solar-Installation-Blacktown-new-south-wales.jpg","gallery","exact","Replaced"
"Homepage","https://esteemenergy.com.au/","/","","","","hero","uncertain","Original old-site hero not yet confirmed; retained current image"
"Contact Us","https://esteemenergy.com.au/contact-us/","/contact-us/","","","/assests/about/solar-consultation-support.webp","hero","uncertain","Original old-site hero not yet confirmed; retained current local image"
"Pricing","https://esteemenergy.com.au/packages/","/pricing/","","","../assests/about/modern-home-solar-panels.webp","hero","uncertain","No exact old-site image confirmed; retained current image"
"Will Trees Affect Solar Panels?","https://esteemenergy.com.au/will-trees-affect-solar-panels/","/will-trees-affect-solar-panels/","","residential-solar-panel.png","/assets/blog/will-trees-affect-solar-panels/featured.png","featured","medium/uncertain","Needs original confirmation"
"Why Solar Panels Are Not Worth It: Exploring the Truth Behind the Investment","https://esteemenergy.com.au/why-solar-panels-are-not-worth-it/","/why-solar-panels-are-not-worth-it/","","Cost-Savings-on-Energy-Bills.png","/assets/blog/why-solar-panels-are-not-worth-it/featured.png","featured","medium/uncertain","Needs original confirmation"
"Why Should We Choose a Fronius Inverter?","https://esteemenergy.com.au/why-choose-fronius-inverter/","/why-choose-fronius-inverter/","","fronius-inverter.webp","/assets/blog/why-choose-fronius-inverter/featured.webp","featured","medium/uncertain","Needs original confirmation"
"Why Are Solar Panels Good","https://esteemenergy.com.au/why-are-solar-panels-good/","/why-are-solar-panels-good/","","previous verified match","/assets/blog/why-are-solar-panels-good/featured.jpg","featured","exact","Needs original confirmation"
"Who Invented Solar Panels","https://esteemenergy.com.au/who-invented-solar-panels/","/who-invented-solar-panels/","","residential-solar-panel.png","/assets/blog-images/who-invented-solar-panels/featured.jpg","featured","medium/uncertain","Replaced/local match"
"Which Direction is Best For Solar Panels?","https://esteemenergy.com.au/which-direction-best-solar-panels/","/which-direction-best-solar-panels/","","previous verified match","/assets/blog/which-direction-best-solar-panels/featured.png","featured","exact","Needs original confirmation"
"What Size Solar System Do I Need","https://esteemenergy.com.au/what-size-solar-system-do-i-need/","/what-size-solar-system-do-i-need/","","Latest-Advancement-and-Potential-Impacts-on-Solar-Technology.jpg","/assets/blog/what-size-solar-system-do-i-need/featured.jpg","featured","medium/uncertain","Needs original confirmation"
"what size battery for a 10kw system","https://esteemenergy.com.au/what-size-battery-for-a-10kw-system/","/what-size-battery-for-a-10kw-system/","","previous verified match","/assets/blog/what-size-battery-for-a-10kw-system/featured.jpg","featured","exact","Needs original confirmation"
"What Size Battery Do I Need for a 6.6 kW Solar System? A Complete Guide to Solar Battery Capacity &amp; Energy Storage Sizing","https://esteemenergy.com.au/what-size-battery-do-i-need-for-a-6-6kw-solar-system/","/what-size-battery-do-i-need-for-a-6-6kw-solar-system/","","Solar-Panel-Battery.webp","/assets/blog/what-size-battery-do-i-need-for-a-6-6kw-solar-system/featured.webp","featured","medium/uncertain","Needs original confirmation"
"What Is The Solar Rebate In Australia?","https://esteemenergy.com.au/what-is-the-solar-rebate-in-australia/","/what-is-the-solar-rebate-in-australia/","","Solar-Panel-Rebates.png","/assets/blog-images/what-is-the-solar-rebate-in-australia/featured.webp","featured","medium/uncertain","Replaced/local match"
"All About Electric Vehicles","https://esteemenergy.com.au/all-about-electric-vehicles/","/all-about-electric-vehicles/","","Electric-Vehicles.png","/assets/blog-images/all-about-electric-vehicles/featured.jpg","featured","medium/uncertain","Replaced/local match"
"Unlocking the Full Potential of Solar: Advantages of Solar System Installed in Three-Phase Power","https://esteemenergy.com.au/advantages-of-solar-system-installed-in-three-phase-power/","/advantages-of-solar-system-installed-in-three-phase-power/","","Solar-Panel-installation.png","/assets/blog/advantages-of-solar-system-installed-in-three-phase-power/featured.png","featured","medium/uncertain","Needs original confirmation"
"Advantages Of Solar Energy","https://esteemenergy.com.au/advantages-of-solar-energy/","/advantages-of-solar-energy/","","Latest-Advancement-and-Potential-Impacts-on-Solar-Technology.jpg","/assets/blog-images/advantages-of-solar-energy/featured.jpg","featured","medium/uncertain","Replaced/local match"
"8kW Solar System Price: Cost, Benefits, and Savings Potential","https://esteemenergy.com.au/8-kw-solar-panel-system/","/8-kw-solar-panel-system/","","previous verified match","/assets/blog/8-kw-solar-panel-system/featured.png","featured","exact","Needs original confirmation"
"Understanding the 6kW Solar Battery Cost in Australia: What You Need to Know in 2025","https://esteemenergy.com.au/6kw-solar-battery-cost-in-australia/","/6kw-solar-battery-cost-in-australia/","","Solar-Panel-Battery.webp","/assets/blog/6kw-solar-battery-cost-in-australia/featured.webp","featured","medium/uncertain","Needs original confirmation"
"6kW Solar Battery Cost: Everything You Need to Know in 2025","https://esteemenergy.com.au/6kw-solar-battery-cost/","/6kw-solar-battery-cost/","","Solar-Panel-Battery.webp","/assets/blog/6kw-solar-battery-cost/featured.webp","featured","medium/uncertain","Needs original confirmation"
"What Is Solar Feed-In Tariff","https://esteemenergy.com.au/what-is-solar-feed-in-tariff/","/what-is-solar-feed-in-tariff/","","previous verified match","/assets/blog-images/what-is-solar-feed-in-tariff/featured.jpg","featured","exact","Replaced/local match"
"6.6kW vs 10kW solar system","https://esteemenergy.com.au/6-6kw-vs-10kw-solar-system/","/6-6kw-vs-10kw-solar-system/","","5-kw-Solar-System.png","/assets/blog/6-6kw-vs-10kw-solar-system/featured.png","featured","medium/uncertain","Needs original confirmation"
"6.6kW Solar System with 5kW Inverter Price: Is It the Smartest Solar Investment for Your Home?","https://esteemenergy.com.au/6-6kw-solar-system-with-5kw-inverter-price/","/6-6kw-solar-system-with-5kw-inverter-price/","","Inverters-Convert-The-Energy-To-Electricity.png","/assets/blog/6-6kw-solar-system-with-5kw-inverter-price/featured.png","featured","medium/uncertain","Needs original confirmation"
"What Is Solar Energy","https://esteemenergy.com.au/what-is-solar-energy/","/what-is-solar-energy/","","Latest-Advancement-and-Potential-Impacts-on-Solar-Technology.jpg","/assets/blog-images/what-is-solar-energy/featured.jpg","featured","medium/uncertain","Replaced/local match"
"6.6kW solar system price NSW","https://esteemenergy.com.au/6-6kw-solar-system-price-nsw/","/6-6kw-solar-system-price-nsw/","","5-kw-Solar-System.png","/assets/blog-images/6-6kw-solar-system-price-nsw/featured.webp","featured","medium/uncertain","Replaced/local match"
"What is a Hybrid Inverter? A Complete Guide to Smarter Solar Power","https://esteemenergy.com.au/what-is-a-hybrid-inverter/","/what-is-a-hybrid-inverter/","","Inverters-Convert-The-Energy-To-Electricity.png","/assets/blog/what-is-a-hybrid-inverter/featured.png","featured","medium/uncertain","Needs original confirmation"
"6.6kW Solar System Price Adelaide: Cost, Rebates &amp; Best Solar Deals in 2025","https://esteemenergy.com.au/6-6kw-solar-system-price-adelaide/","/6-6kw-solar-system-price-adelaide/","","Solar-Panel-Rebates.png","/assets/blog/6-6kw-solar-system-price-adelaide/featured.png","featured","medium/uncertain","Needs original confirmation"
"What is A 6.6 kW Solar System?","https://esteemenergy.com.au/what-is-a-6-6-kw-solar-system/","/what-is-a-6-6-kw-solar-system/","","5-kw-Solar-System.png","/assets/blog-images/what-is-a-6-6-kw-solar-system/featured.png","featured","medium/uncertain","Replaced/local match"
"How Much Power Does a 6.6 kW Solar System Produce? A Complete Guide to Solar Energy Output in Australia","https://esteemenergy.com.au/6-6-kw-solar-system-power-output/","/6-6-kw-solar-system-power-output/","","5-kw-Solar-System.png","/assets/blog/6-6-kw-solar-system-power-output/featured.png","featured","medium/uncertain","Needs original confirmation"
"what is a 10kw solar system","https://esteemenergy.com.au/what-is-a-10kw-solar-system/","/what-is-a-10kw-solar-system/","","previous verified match","/assets/blog/what-is-a-10kw-solar-system/featured.jpg","featured","exact","Needs original confirmation"
"How Much Does a 6.6kW Solar System Cost in Australia?","https://esteemenergy.com.au/6-6-kw-solar-system-cost-australia/","/6-6-kw-solar-system-cost-australia/","","5-kw-Solar-System.png","/assets/blog/6-6-kw-solar-system-cost-australia/featured.png","featured","medium/uncertain","Needs original confirmation"
"What Are the Best Solar Panels in Australia? A Complete 2025 Guide","https://esteemenergy.com.au/what-are-the-best-solar-panels-in-australia/","/what-are-the-best-solar-panels-in-australia/","","residential-solar-panel.png","/assets/blog-images/what-are-the-best-solar-panels-in-australia/featured.jpg","featured","medium/uncertain","Replaced/local match"
"5kW Solar System Battery Backup: The Ultimate Guide to Energy Independence","https://esteemenergy.com.au/5kw-solar-system-battery-backup/","/5kw-solar-system-battery-backup/","","Battery-Backup-is-Valuable-Feature.png","/assets/blog/5kw-solar-system-battery-backup/featured.png","featured","medium/uncertain","Needs original confirmation"
"5kW Solar Inverter Price Australia","https://esteemenergy.com.au/5kw-solar-inverter-price-australia/","/5kw-solar-inverter-price-australia/","","Inverters-Convert-The-Energy-To-Electricity.png","/assets/blog/5kw-solar-inverter-price-australia/featured.png","featured","medium/uncertain","Needs original confirmation"
"What Are The Best Solar Panels","https://esteemenergy.com.au/what-are-the-best-solar-panels/","/what-are-the-best-solar-panels/","","previous verified match","/assets/blog/what-are-the-best-solar-panels/featured.jpg","featured","exact","Needs original confirmation"
"What Are Solar Panel Batteries and What Are They Used For?","https://esteemenergy.com.au/what-are-solar-panel-batteries-and-what-are-they-used-for/","/what-are-solar-panel-batteries-and-what-are-they-used-for/","","Solar-Panel-Battery.webp","/assets/blog/what-are-solar-panel-batteries-and-what-are-they-used-for/featured.webp","featured","medium/uncertain","Needs original confirmation"
"How to Save Energy and Reduce Your Electricity Bill: Effective Tips and Solutions","https://esteemenergy.com.au/ways-to-save-energy-consumption/","/ways-to-save-energy-consumption/","","previous verified match","/assets/blog/ways-to-save-energy-consumption/featured.jpg","featured","exact","Needs original confirmation"
"5kw solar battery price","https://esteemenergy.com.au/5kw-solar-battery-price/","/5kw-solar-battery-price/","","previous verified match","/assets/blog-images/5kw-solar-battery-price/featured.webp","featured","exact","Replaced/local match"
"5kw off-grid solar system","https://esteemenergy.com.au/5kw-off-grid-solar-system/","/5kw-off-grid-solar-system/","","previous verified match","/assets/blog/5kw-off-grid-solar-system/featured.jpg","featured","exact","Needs original confirmation"
"Unlocking the Benefits of a 6.6kW Solar System in Australia: Your Path to Energy Savings and Sustainability","https://esteemenergy.com.au/unlocking-the-benefits-of-a-6-6kw-solar-system-in-australia-your-path-to-energy-savings-and-sustainability-2/","/unlocking-the-benefits-of-a-6-6kw-solar-system-in-australia-your-path-to-energy-savings-and-sustainability-2/","","5-kw-Solar-System.png","/assets/blog/unlocking-the-benefits-of-a-6-6kw-solar-system-in-australia-your-path-to-energy-savings-and-sustainability-2/featured.png","featured","medium/uncertain","Needs original confirmation"
"All About 5 kw Solar System Output, Cost and Roi","https://esteemenergy.com.au/5-kw-solar-system/","/5-kw-solar-system/","","5-kw-Solar-System.png","/assets/blog-images/5-kw-solar-system/featured.png","featured","medium/uncertain","Replaced/local match"
"13.2kW Solar System Price in Australia: Complete Cost Breakdown, Benefits &amp; Payback (2025 Guide)","https://esteemenergy.com.au/13-2kw-solar-system-price/","/13-2kw-solar-system-price/","","Cost-Savings-on-Energy-Bills.png","/assets/blog/13-2kw-solar-system-price/featured.png","featured","medium/uncertain","Needs original confirmation"
"Unlocking the Benefits of a 6.6kW Solar System in Australia: Your Path to Energy Savings and Sustainability","https://esteemenergy.com.au/unlocking-the-benefits-of-a-6-6kw-solar-system-in-australia-your-path-to-energy-savings-and-sustainability/","/unlocking-the-benefits-of-a-6-6kw-solar-system-in-australia-your-path-to-energy-savings-and-sustainability/","","5-kw-Solar-System.png","/assets/blog/unlocking-the-benefits-of-a-6-6kw-solar-system-in-australia-your-path-to-energy-savings-and-sustainability/featured.png","featured","medium/uncertain","Needs original confirmation"
"10kW vs 13kW solar system","https://esteemenergy.com.au/10kw-vs-13kw-solar-system/","/10kw-vs-13kw-solar-system/","","5-kw-Solar-System.png","/assets/blog/10kw-vs-13kw-solar-system/featured.png","featured","medium/uncertain","Needs original confirmation"
"Types Of Solar Panels","https://esteemenergy.com.au/types-of-solar-panels/","/types-of-solar-panels/","","residential-solar-panel.png","/assets/blog-images/types-of-solar-panels/featured.jpg","featured","medium/uncertain","Replaced/local match"
"10kW Solar System With Battery Price in Australia (2025 Guide)","https://esteemenergy.com.au/10kw-solar-system-with-battery-price/","/10kw-solar-system-with-battery-price/","","Solar-Panel-Battery.webp","/assets/blog/10kw-solar-system-with-battery-price/featured.webp","featured","medium/uncertain","Needs original confirmation"
"trina solar panels vs jinko","https://esteemenergy.com.au/trina-solar-panels-vs-jinko/","/trina-solar-panels-vs-jinko/","","previous verified match","/assets/blog/trina-solar-panels-vs-jinko/featured.avif","featured","exact","Needs original confirmation"
"10kW Solar System Price","https://esteemenergy.com.au/10kw-solar-system-price/","/10kw-solar-system-price/","","5-kw-Solar-System.png","/assets/blog-images/10kw-solar-system-price/featured.png","featured","medium/uncertain","Replaced/local match"
"10kW Solar System Cost: A Complete Guide to Pricing, Savings, and Installation","https://esteemenergy.com.au/10kw-solar-system-cost/","/10kw-solar-system-cost/","","Solar-Panel-installation.png","/assets/blog/10kw-solar-system-cost/featured.png","featured","medium/uncertain","Needs original confirmation"
"Trina Solar Panels Review","https://esteemenergy.com.au/trina-solar-panels-review/","/trina-solar-panels-review/","","previous verified match","/assets/blog/trina-solar-panels-review/featured.jpg","featured","exact","Needs original confirmation"
"10kW Solar Inverter","https://esteemenergy.com.au/10kw-solar-inverter/","/10kw-solar-inverter/","","Inverters-Convert-The-Energy-To-Electricity.png","/assets/blog-images/10kw-solar-inverter/featured.webp","featured","medium/uncertain","Replaced/local match"
"10kw Solar Battery Price","https://esteemenergy.com.au/10kw-solar-battery-price/","/10kw-solar-battery-price/","","Solar-Panel-Battery.webp","/assets/blog-images/10kw-solar-battery-price/featured.webp","featured","medium/uncertain","Replaced/local match"
"Monitor Your Solar System","https://esteemenergy.com.au/tracking-solar-system-home-energy-management-system/","/tracking-solar-system-home-energy-management-system/","","previous verified match","/assets/blog/tracking-solar-system-home-energy-management-system/featured.jpg","featured","exact","Needs original confirmation"
"","https://esteemenergy.com.au/10998/","/10998/","","Latest-Advancement-and-Potential-Impacts-on-Solar-Technology.jpg","/assets/blog/10998/featured.jpg","featured","medium/uncertain","Needs original confirmation"
"All About 10 Kw Solar Panel System: Cost, Roi and Output","https://esteemenergy.com.au/10-kw-solar-panel-system/","/10-kw-solar-panel-system/","","5-kw-Solar-System.png","/assets/blog-images/10-kw-solar-panel-system/featured.png","featured","medium/uncertain","Replaced/local match"
"Top Solar Panel Brands for 6.6 KW Systems in Australia (2025 Guide)","https://esteemenergy.com.au/top-solar-panel-brands-6-6-kw-australia/","/top-solar-panel-brands-6-6-kw-australia/","","5-kw-Solar-System.png","/assets/blog/top-solar-panel-brands-6-6-kw-australia/featured.png","featured","medium/uncertain","Needs original confirmation"
"Top 10 Solar Panels In Australia","https://esteemenergy.com.au/top-10-solar-panels-in-australia/","/top-10-solar-panels-in-australia/","","residential-solar-panel.png","/assets/blog-images/top-10-solar-panels-in-australia/featured.webp","featured","medium/uncertain","Replaced/local match"
"Top 10 Solar Inverters In Australia","https://esteemenergy.com.au/top-10-solar-inverters-in-australia/","/top-10-solar-inverters-in-australia/","","previous verified match","/assets/blog/top-10-solar-inverters-in-australia/featured.png","featured","exact","Needs original confirmation"
"Best Solar System for Home: The Ultimate Guide to Residential Solar Solutions","https://esteemenergy.com.au/best-solar-system-for-home/","/best-solar-system-for-home/","","residential-solar-panel.png","/assets/blog/best-solar-system-for-home/featured.png","featured","medium/uncertain","Needs original confirmation"
"Best Solar Panels Sydney (2025 Comprehensive Guide)","https://esteemenergy.com.au/best-solar-panels-sydney/","/best-solar-panels-sydney/","","residential-solar-panel.png","/assets/blog/best-solar-panels-sydney/featured.png","featured","medium/uncertain","Needs original confirmation"
"Best Solar Panels Australia 2025: Expert Comparison, Prices &amp; Buying Guide","https://esteemenergy.com.au/best-solar-panels-in-australia/","/best-solar-panels-in-australia/","","Cost-Savings-on-Energy-Bills.png","/assets/blog/best-solar-panels-in-australia/featured.png","featured","medium/uncertain","Needs original confirmation"
"Best Solar Panels Australia","https://esteemenergy.com.au/best-solar-panels-australia/","/best-solar-panels-australia/","","previous verified match","/assets/blog/best-solar-panels-australia/featured.webp","featured","exact","Needs original confirmation"
"Best Solar Panels Australia","https://esteemenergy.com.au/best-solar-panels/","/best-solar-panels/","","residential-solar-panel.png","/assets/blog-images/best-solar-panels/featured.png","featured","medium/uncertain","Replaced/local match"
"Best Solar Installer Brisbane: Top 7 Certified Companies for 2025","https://esteemenergy.com.au/best-solar-installer-brisbane/","/best-solar-installer-brisbane/","","Solar-Panel-installation.png","/assets/blog/best-solar-installer-brisbane/featured.png","featured","medium/uncertain","Needs original confirmation"
"Best Solar Feed-In Tariff Nsw","https://esteemenergy.com.au/best-solar-feed-in-tariff-nsw/","/best-solar-feed-in-tariff-nsw/","","What-Is-Solar-Feed-In-Tariff.jpg","/assets/blog-images/best-solar-feed-in-tariff-nsw/featured.jpg","featured","medium/uncertain","Replaced/local match"
"Best Solar Feed-in Tariff Brisbane: Maximize Your Solar Savings","https://esteemenergy.com.au/best-solar-feed-in-tariff-brisbane/","/best-solar-feed-in-tariff-brisbane/","","What-Is-Solar-Feed-In-Tariff.jpg","/assets/blog/best-solar-feed-in-tariff-brisbane/featured.jpg","featured","medium/uncertain","Needs original confirmation"
"Best Solar Company in WA","https://esteemenergy.com.au/best-solar-company-wa/","/best-solar-company-wa/","","previous verified match","/assets/blog/best-solar-company-wa/featured.png","featured","exact","Needs original confirmation"
"Best Solar Companies NSW, Australia","https://esteemenergy.com.au/best-solar-companies-nsw-australia/","/best-solar-companies-nsw-australia/","","previous verified match","/assets/blog/best-solar-companies-nsw-australia/featured.webp","featured","exact","Needs original confirmation"
"Top 10 Solar Companies in Australia for 2025","https://esteemenergy.com.au/best-solar-companies-in-australia/","/best-solar-companies-in-australia/","","previous verified match","/assets/blog/best-solar-companies-in-australia/featured.webp","featured","exact","Needs original confirmation"
"Top 10 Solar Companies in Sydney (2025 Edition)","https://esteemenergy.com.au/top-10-solar-companies-in-sydney/","/top-10-solar-companies-in-sydney/","","Latest-Advancement-and-Potential-Impacts-on-Solar-Technology.jpg","/assets/blog/top-10-solar-companies-in-sydney/featured.jpg","featured","medium/uncertain","Needs original confirmation"
"Best Solar Battery Storage 2026: Complete Guide to the Top Home Battery Systems","https://esteemenergy.com.au/best-solar-battery-storage-2026/","/best-solar-battery-storage-2026/","","previous verified match","/assets/blog/best-solar-battery-storage-2026/featured.jpg","featured","exact","Needs original confirmation"
"Top 10 Solar Companies In Perth","https://esteemenergy.com.au/top-10-solar-companies-in-perth/","/top-10-solar-companies-in-perth/","","Latest-Advancement-and-Potential-Impacts-on-Solar-Technology.jpg","/assets/blog/top-10-solar-companies-in-perth/featured.jpg","featured","medium/uncertain","Needs original confirmation"
"Best Solar Battery In Australia","https://esteemenergy.com.au/best-solar-battery-in-australia/","/best-solar-battery-in-australia/","","Solar-Panel-Battery.webp","/assets/blog-images/best-solar-battery-in-australia/featured.png","featured","medium/uncertain","Replaced/local match"
"Top 10 solar Companies In Australia","https://esteemenergy.com.au/top-10-solar-companies-in-australia/","/top-10-solar-companies-in-australia/","","Latest-Advancement-and-Potential-Impacts-on-Solar-Technology.jpg","/assets/blog/top-10-solar-companies-in-australia/featured.jpg","featured","medium/uncertain","Needs original confirmation"
"Best Solar Batteries Australia: 2025 Expert Guide to Top Energy Storage Systems","https://esteemenergy.com.au/best-solar-batteries-australia/","/best-solar-batteries-australia/","","Latest-Advancement-and-Potential-Impacts-on-Solar-Technology.jpg","/assets/blog/best-solar-batteries-australia/featured.jpg","featured","medium/uncertain","Needs original confirmation"
"Tindo Solar Reviews","https://esteemenergy.com.au/tindo-solar-reviews/","/tindo-solar-reviews/","","Latest-Advancement-and-Potential-Impacts-on-Solar-Technology.jpg","/assets/blog/tindo-solar-reviews/featured.jpg","featured","medium/uncertain","Needs original confirmation"
"The Best Quality Solar Panels in Australia: A Comprehensive Guide for 2025","https://esteemenergy.com.au/best-quality-solar-panels-in-australia/","/best-quality-solar-panels-in-australia/","","residential-solar-panel.png","/assets/blog-images/best-quality-solar-panels-in-australia/featured.webp","featured","medium/uncertain","Replaced/local match"
"best inverter for 10kw solar system","https://esteemenergy.com.au/best-inverter-for-10kw-solar-system/","/best-inverter-for-10kw-solar-system/","","previous verified match","/assets/blog/best-inverter-for-10kw-solar-system/featured.jpg","featured","exact","Needs original confirmation"
"best home batteries australia","https://esteemenergy.com.au/best-home-batteries-australia/","/best-home-batteries-australia/","","previous verified match","/assets/blog/best-home-batteries-australia/featured.jpg","featured","exact","Needs original confirmation"
"Best Angle for Solar Panels: A Comprehensive Guide to Optimizing Solar Efficiency","https://esteemenergy.com.au/best-angle-for-solar-panels/","/best-angle-for-solar-panels/","","Solar-Panel-Temperature-Coefficient.png","/assets/blog/best-angle-for-solar-panels/featured.png","featured","medium/uncertain","Needs original confirmation"
"Best 10kW Solar Battery Price in Australia (2025 Guide)","https://esteemenergy.com.au/best-10kw-solar-battery-price-australia/","/best-10kw-solar-battery-price-australia/","","Solar-Panel-Battery.webp","/assets/blog/best-10kw-solar-battery-price-australia/featured.webp","featured","medium/uncertain","Needs original confirmation"
"Benefits Of Solar Panels","https://esteemenergy.com.au/benefits-of-solar-panels/","/benefits-of-solar-panels/","","residential-solar-panel.png","/assets/blog-images/benefits-of-solar-panels/featured.jpg","featured","medium/uncertain","Replaced/local match"
